Year,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2021,21085,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,36.2,,,32.8,39.6,16171,POINT (-76.35469682 39.44861511),21085,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2021,21085,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,6,,,5.3,6.7,16171,POINT (-76.35469682 39.44861511),21085,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2021,21085,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.8,,,2.6,3.1,16171,POINT (-76.35469682 39.44861511),21085,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2021,21085,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,22,,,18.9,25.5,16171,POINT (-76.35469682 39.44861511),21085,RISKBEH,LPA,CrdPrv,Physical Inactivity
2020,21085,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,73,,,70.8,75,16171,POINT (-76.35469682 39.44861511),21085,PREVENT,MAMMOUSE,CrdPrv,Mammography
2021,21085,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,14.8,,,12.9,16.7,16171,POINT (-76.35469682 39.44861511),21085,HLTHSTAT,MHLTH,CrdPrv,Mental Health
2021,21085,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,11.3,,,9.9,13,16171,POINT (-76.35469682 39.44861511),21085,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2021,21085,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,32.7,,,28.2,37.4,16171,POINT (-76.35469682 39.44861511),21085,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,21085,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,9.9,,,8.7,11.3,16171,POINT (-76.35469682 39.44861511),21085,HLTHSTAT,PHLTH,CrdPrv,Physical Health
2021,21085,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,2.9,,,2.6,3.2,16171,POINT (-76.35469682 39.44861511),21085,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2020,21085,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,32.2,,,31.5,33,16171,POINT (-76.35469682 39.44861511),21085,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2021,21085,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.8,,,2.6,3.1,16171,POINT (-76.35469682 39.44861511),21085,HLTHOUT,STROKE,CrdPrv,Stroke
2020,21085,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,9.5,,,7.9,11.4,16171,POINT (-76.35469682 39.44861511),21085,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2021,21085,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,3.7,,,3.3,4.1,16171,POINT (-76.35469682 39.44861511),21085,DISABLT,VISION,CrdPrv,Vision Disability
2021,21087,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,5.3,,,4.2,6.5,5451,POINT (-76.417042 39.44773644),21087,PREVENT,ACCESS2,CrdPrv,Health Insurance
2021,21087,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,28.2,,,25.9,30.4,5451,POINT (-76.417042 39.44773644),21087,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2021,21087,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,14.9,,,13.2,16.7,5451,POINT (-76.417042 39.44773644),21087,RISKBEH,BINGE,CrdPrv,Binge Drinking
2021,21087,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,34.8,,,32.4,37.2,5451,POINT (-76.417042 39.44773644),21087,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2021,21087,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,80.6,,,78.3,82.7,5451,POINT (-76.417042 39.44773644),21087,PREVENT,BPMED,CrdPrv,Taking BP Medication
2021,21087,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.6,,,8,9.3,5451,POINT (-76.417042 39.44773644),21087,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
2021,21087,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.1,,,8.2,9.9,5451,POINT (-76.417042 39.44773644),21087,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2020,21087,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,87.1,,,85.6,88.5,5451,POINT (-76.417042 39.44773644),21087,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2021,21087,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,5.9,,,5.3,6.5,5451,POINT (-76.417042 39.44773644),21087,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2021,21087,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,75.9,,,73.3,78.3,5451,POINT (-76.417042 39.44773644),21087,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2021,21087,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,90.5,,,89,91.8,5451,POINT (-76.417042 39.44773644),21087,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2021,21087,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,9,,,7.8,10.1,5451,POINT (-76.417042 39.44773644),21087,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2020,21087,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,74.2,,,72.3,75.9,5451,POINT (-76.417042 39.44773644),21087,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2021,21087,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,5.7,,,4.9,6.5,5451,POINT (-76.417042 39.44773644),21087,HLTHOUT,COPD,CrdPrv,COPD
2020,21087,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,51.2,,,47,55.2,5451,POINT (-76.417042 39.44773644),21087,PREVENT,COREM,CrdPrv,Core preventive services for older men
2020,21087,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,48.1,,,44.1,51.7,5451,POINT (-76.417042 39.44773644),21087,PREVENT,COREW,CrdPrv,Core preventive services for older women
2021,21087,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,11,,,9.2,13,5451,POINT (-76.417042 39.44773644),21087,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2020,21087,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,72.7,,,70.4,74.9,5451,POINT (-76.417042 39.44773644),21087,PREVENT,DENTAL,CrdPrv,Dental Visit
2021,21087,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,21.7,,,19.5,23.8,5451,POINT (-76.417042 39.44773644),21087,HLTHOUT,DEPRESSION,CrdPrv,Depression
2021,21087,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.1,,,9.1,11.3,5451,POINT (-76.417042 39.44773644),21087,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,21087,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,22.7,,,20.5,25,5451,POINT (-76.417042 39.44773644),21087,DISABLT,DISABILITY,CrdPrv,Any Disability
2021,21087,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,11.9,,,10.3,13.5,5451,POINT (-76.417042 39.44773644),21087,HLTHSTAT,GHLTH,CrdPrv,General Health
2021,21087,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,6.2,,,5.6,6.9,5451,POINT (-76.417042 39.44773644),21087,DISABLT,HEARING,CrdPrv,Hearing Disability
2021,21087,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,38.7,,,36.3,41.2,5451,POINT (-76.417042 39.44773644),21087,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2021,21087,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,5.2,,,4.6,5.9,5451,POINT (-76.417042 39.44773644),21087,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2021,21087,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.9,,,2.7,3.1,5451,POINT (-76.417042 39.44773644),21087,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2021,21087,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,19.4,,,17.1,21.9,5451,POINT (-76.417042 39.44773644),21087,RISKBEH,LPA,CrdPrv,Physical Inactivity
2020,21087,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,77.1,,,74.8,79.2,5451,POINT (-76.417042 39.44773644),21087,PREVENT,MAMMOUSE,CrdPrv,Mammography
2021,21087,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,13.2,,,11.9,14.6,5451,POINT (-76.417042 39.44773644),21087,HLTHSTAT,MHLTH,CrdPrv,Mental Health
2021,21087,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,10.7,,,9.5,12,5451,POINT (-76.417042 39.44773644),21087,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2021,21087,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,33,,,30,36.2,5451,POINT (-76.417042 39.44773644),21087,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,21087,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,9.3,,,8.2,10.4,5451,POINT (-76.417042 39.44773644),21087,HLTHSTAT,PHLTH,CrdPrv,Physical Health
2021,21087,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,2.6,,,2.3,3,5451,POINT (-76.417042 39.44773644),21087,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2020,21087,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,28.7,,,27.7,29.7,5451,POINT (-76.417042 39.44773644),21087,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2021,21087,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.9,,,2.6,3.2,5451,POINT (-76.417042 39.44773644),21087,HLTHOUT,STROKE,CrdPrv,Stroke
2020,21087,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,7.6,,,5.7,10,5451,POINT (-76.417042 39.44773644),21087,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2021,21087,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,3.2,,,2.8,3.6,5451,POINT (-76.417042 39.44773644),21087,DISABLT,VISION,CrdPrv,Vision Disability
2021,21090,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,6.5,,,5.4,7.7,9784,POINT (-76.66807446 39.20924457),21090,PREVENT,ACCESS2,CrdPrv,Health Insurance
2021,21090,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,28.1,,,25.8,30.6,9784,POINT (-76.66807446 39.20924457),21090,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2021,21090,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,16.1,,,14.1,18.4,9784,POINT (-76.66807446 39.20924457),21090,RISKBEH,BINGE,CrdPrv,Binge Drinking
2021,21090,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,32.8,,,30.3,35.5,9784,POINT (-76.66807446 39.20924457),21090,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2021,21090,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,78.8,,,76.1,81.2,9784,POINT (-76.66807446 39.20924457),21090,PREVENT,BPMED,CrdPrv,Taking BP Medication
2021,21090,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.9,,,7.3,8.6,9784,POINT (-76.66807446 39.20924457),21090,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
2021,21090,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.8,,,7.9,9.8,9784,POINT (-76.66807446 39.20924457),21090,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2020,21090,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,85.2,,,84.1,86.1,9784,POINT (-76.66807446 39.20924457),21090,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2021,21090,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,5.7,,,5.1,6.4,9784,POINT (-76.66807446 39.20924457),21090,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2021,21090,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,73.2,,,70.2,76.1,9784,POINT (-76.66807446 39.20924457),21090,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2021,21090,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,88.7,,,86.8,90.3,9784,POINT (-76.66807446 39.20924457),21090,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2021,21090,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,10,,,8.9,11.4,9784,POINT (-76.66807446 39.20924457),21090,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2020,21090,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,75.3,,,74.1,76.6,9784,POINT (-76.66807446 39.20924457),21090,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2021,21090,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,5.7,,,5,6.6,9784,POINT (-76.66807446 39.20924457),21090,HLTHOUT,COPD,CrdPrv,COPD
2020,21090,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,53.5,,,50.3,56.8,9784,POINT (-76.66807446 39.20924457),21090,PREVENT,COREM,CrdPrv,Core preventive services for older men
2020,21090,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,47.1,,,43.8,50.3,9784,POINT (-76.66807446 39.20924457),21090,PREVENT,COREW,CrdPrv,Core preventive services for older women
2021,21090,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,11.5,,,9.7,13.4,9784,POINT (-76.66807446 39.20924457),21090,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2020,21090,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,72.1,,,70,74,9784,POINT (-76.66807446 39.20924457),21090,PREVENT,DENTAL,CrdPrv,Dental Visit
2021,21090,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,19.8,,,17.6,22.4,9784,POINT (-76.66807446 39.20924457),21090,HLTHOUT,DEPRESSION,CrdPrv,Depression
2021,21090,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,9.5,,,8.5,10.8,9784,POINT (-76.66807446 39.20924457),21090,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,21090,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,24.9,,,22.5,27.5,9784,POINT (-76.66807446 39.20924457),21090,DISABLT,DISABILITY,CrdPrv,Any Disability
2021,21090,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,12.9,,,11.4,14.5,9784,POINT (-76.66807446 39.20924457),21090,HLTHSTAT,GHLTH,CrdPrv,General Health
2021,21090,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,6.5,,,5.9,7.3,9784,POINT (-76.66807446 39.20924457),21090,DISABLT,HEARING,CrdPrv,Hearing Disability
2021,21090,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,38.5,,,35.6,41.3,9784,POINT (-76.66807446 39.20924457),21090,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2021,21090,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,5.6,,,5,6.4,9784,POINT (-76.66807446 39.20924457),21090,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2021,21090,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.9,,,2.7,3.2,9784,POINT (-76.66807446 39.20924457),21090,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2021,21090,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,21,,,18.5,23.7,9784,POINT (-76.66807446 39.20924457),21090,RISKBEH,LPA,CrdPrv,Physical Inactivity
2020,21090,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,76.1,,,73.7,78.2,9784,POINT (-76.66807446 39.20924457),21090,PREVENT,MAMMOUSE,CrdPrv,Mammography
2021,21090,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,13.6,,,12,15.2,9784,POINT (-76.66807446 39.20924457),21090,HLTHSTAT,MHLTH,CrdPrv,Mental Health
2021,21090,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,11.1,,,9.8,12.5,9784,POINT (-76.66807446 39.20924457),21090,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2021,21090,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,33.8,,,30.2,37.5,9784,POINT (-76.66807446 39.20924457),21090,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,21090,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,9.4,,,8.3,10.6,9784,POINT (-76.66807446 39.20924457),21090,HLTHSTAT,PHLTH,CrdPrv,Physical Health
2021,21090,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,2.6,,,2.4,2.9,9784,POINT (-76.66807446 39.20924457),21090,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2020,21090,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,31.3,,,30.6,32,9784,POINT (-76.66807446 39.20924457),21090,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2021,21090,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.9,,,2.6,3.1,9784,POINT (-76.66807446 39.20924457),21090,HLTHOUT,STROKE,CrdPrv,Stroke
2020,21090,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,8.4,,,6.7,10.4,9784,POINT (-76.66807446 39.20924457),21090,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2021,21090,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,3.4,,,3,3.8,9784,POINT (-76.66807446 39.20924457),21090,DISABLT,VISION,CrdPrv,Vision Disability
2021,21093,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,4.7,,,4,5.5,36465,POINT (-76.64085544 39.43980014),21093,PREVENT,ACCESS2,CrdPrv,Health Insurance
2021,21093,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,27.7,,,25.4,30,36465,POINT (-76.64085544 39.43980014),21093,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2021,21093,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,13.4,,,11.7,15.2,36465,POINT (-76.64085544 39.43980014),21093,RISKBEH,BINGE,CrdPrv,Binge Drinking
2021,21093,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,34.6,,,32.2,37.1,36465,POINT (-76.64085544 39.43980014),21093,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2021,21093,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,82,,,79.6,84.1,36465,POINT (-76.64085544 39.43980014),21093,PREVENT,BPMED,CrdPrv,Taking BP Medication
2021,21093,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,9.6,,,8.8,10.4,36465,POINT (-76.64085544 39.43980014),21093,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
2021,21093,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.4,,,7.6,9.3,36465,POINT (-76.64085544 39.43980014),21093,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2020,21093,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,87.7,,,87.2,88.2,36465,POINT (-76.64085544 39.43980014),21093,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2021,21093,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,6,,,5.4,6.6,36465,POINT (-76.64085544 39.43980014),21093,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2021,21093,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,77.3,,,74.7,79.8,36465,POINT (-76.64085544 39.43980014),21093,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2021,21093,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,91.6,,,90.3,92.7,36465,POINT (-76.64085544 39.43980014),21093,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2021,21093,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,7.5,,,6.7,8.4,36465,POINT (-76.64085544 39.43980014),21093,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2020,21093,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,77,,,76.3,77.6,36465,POINT (-76.64085544 39.43980014),21093,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2021,21093,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,4.8,,,4.2,5.5,36465,POINT (-76.64085544 39.43980014),21093,HLTHOUT,COPD,CrdPrv,COPD
2020,21093,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,51.4,,,49,53.3,36465,POINT (-76.64085544 39.43980014),21093,PREVENT,COREM,CrdPrv,Core preventive services for older men
2020,21093,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,48.6,,,46.3,50.7,36465,POINT (-76.64085544 39.43980014),21093,PREVENT,COREW,CrdPrv,Core preventive services for older women
2021,21093,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,8.1,,,6.9,9.3,36465,POINT (-76.64085544 39.43980014),21093,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2020,21093,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,75.3,,,74.1,76.2,36465,POINT (-76.64085544 39.43980014),21093,PREVENT,DENTAL,CrdPrv,Dental Visit
2021,21093,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,19.6,,,17.6,21.8,36465,POINT (-76.64085544 39.43980014),21093,HLTHOUT,DEPRESSION,CrdPrv,Depression
2021,21093,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,9.9,,,8.8,11,36465,POINT (-76.64085544 39.43980014),21093,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,21093,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,21.5,,,19.5,23.6,36465,POINT (-76.64085544 39.43980014),21093,DISABLT,DISABILITY,CrdPrv,Any Disability
2021,21093,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,10.5,,,9.4,11.7,36465,POINT (-76.64085544 39.43980014),21093,HLTHSTAT,GHLTH,CrdPrv,General Health
2021,21093,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,6.5,,,5.9,7.2,36465,POINT (-76.64085544 39.43980014),21093,DISABLT,HEARING,CrdPrv,Hearing Disability
2021,21093,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,38.7,,,36.1,41.5,36465,POINT (-76.64085544 39.43980014),21093,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2021,21093,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,4.7,,,4.2,5.3,36465,POINT (-76.64085544 39.43980014),21093,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2021,21093,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.1,,,2.8,3.4,36465,POINT (-76.64085544 39.43980014),21093,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2021,21093,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,18,,,16,20.2,36465,POINT (-76.64085544 39.43980014),21093,RISKBEH,LPA,CrdPrv,Physical Inactivity
2020,21093,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,78.5,,,77.5,79.5,36465,POINT (-76.64085544 39.43980014),21093,PREVENT,MAMMOUSE,CrdPrv,Mammography
2021,21093,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,11.5,,,10.3,12.8,36465,POINT (-76.64085544 39.43980014),21093,HLTHSTAT,MHLTH,CrdPrv,Mental Health
2021,21093,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,10.1,,,9,11.4,36465,POINT (-76.64085544 39.43980014),21093,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2021,21093,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,30.1,,,27,33.3,36465,POINT (-76.64085544 39.43980014),21093,HLTHOUT,OBESITY,CrdPrv,Obesity
